REM2	NM_173527	['ENST00000536884', 'ENST00000267396']
CELF2	NM_006561	['ENST00000450189', 'ENST00000609870', 'ENST00000399850']
ANO3	NM_031418	['ENST00000256737']
POLR1A	NM_015425	['ENST00000409681', 'ENST00000263857']
POLR1C	NM_203290	['ENST00000372389', 'ENST00000304004']
POLR1D	NM_015972	['ENST00000302979']
POLR1E	NM_022490	['ENST00000377798', 'ENST00000377792', 'ENST00000442009']
COL3A1	NM_000090	['ENST00000317840', 'ENST00000304636']
MC4R	NM_005912	['ENST00000299766']
HIP1R	NM_003959	['ENST00000452196', 'ENST00000535831', 'ENST00000253083']
DUS1L	NM_022156	['ENST00000354321', 'ENST00000578907', 'ENST00000306796']
WDR45	NM_007075	['ENST00000465806', 'ENST00000376372']
WDR46	NM_001164267	['ENST00000383208', 'ENST00000374617', 'ENST00000432933', 'ENST00000457382', 'ENST00000432609']
WDR48	NM_020839	['ENST00000420940', 'ENST00000302313', 'ENST00000396258', 'ENST00000544962']
GRM8	NM_000845	['ENST00000444921']
JAK3	NM_000215	['ENST00000458235', 'ENST00000526008', 'ENST00000527031', 'ENST00000528293', 'ENST00000534444']
JAK1	NM_002227	['ENST00000342505']
GRM4	NM_001256809	['ENST00000374177']
GRM5	NM_001143831	['ENST00000418177', 'ENST00000393294']
GRM6	NM_000843	['ENST00000231188', 'ENST00000517717']
GRM7	NM_000844	['ENST00000463676', 'ENST00000486284', 'ENST00000467425', 'ENST00000458641']
GRM3	NM_000840	['ENST00000361669']
HOXB1	NM_002144	['ENST00000239174']
HOXB6	NM_018952	['ENST00000484302']
CHUK	NM_001278	['ENST00000370397']
PPARG	NM_015869	['ENST00000477039', 'ENST00000287820']
PPARD	NM_006238	['ENST00000360694']
PPARA	NM_005036	['ENST00000407236', 'ENST00000481567', 'ENST00000493286']
CSGALNACT1	NM_001130518	['ENST00000519222', 'ENST00000454498']
PTF1A	NM_178161	['ENST00000376504']
SPDEF	NM_012391	['ENST00000374037']
OR4E2	NM_001001912	['ENST00000408935']
CD14	NM_000591	['ENST00000302014']
CD19	NM_001770	['ENST00000538922']
ASH2L	NM_001105214	['ENST00000343823', 'ENST00000428278']
PRKDC	NM_006904	['ENST00000523565']
WFDC1	NM_021197	['ENST00000219454']
MKRN3	NM_005664	['ENST00000314520']
LHFPL5	NM_182548	['ENST00000360215']
LHFPL6	NM_005780	['ENST00000379589']
MPP4	NM_033066	['ENST00000428900', 'ENST00000486212', 'ENST00000315506', 'ENST00000396886', 'ENST00000483841', 'ENST00000409474']
LHFPL2	NM_005779	['ENST00000380345', 'ENST00000515349']
LHFPL3	NM_199000	['ENST00000535008']
UTF1	NM_003577	['ENST00000304477']
TLL1	NM_012464	['ENST00000061240']
TLL2	NM_012465	['ENST00000357947', 'ENST00000469598']
AKR7A3	NM_012067	['ENST00000361640']
PTX3	NM_002852	['ENST00000295927']
NR2F1	NM_005654	['ENST00000327111']
NR2F2	NM_021005	['ENST00000394166']
INHBC	NM_005538	['ENST00000309668']
DDB2	NM_000107	['ENST00000378603', 'ENST00000256996', 'ENST00000378600', 'ENST00000378601']
ELL2	NM_012081	['ENST00000237853']
KIF21A	NM_017641	['ENST00000361961']
RIMS1	NM_014989	['ENST00000264839']
RIMS1	NM_001168408	['ENST00000264839', 'ENST00000370419']
RIMS1	NM_001168410	['ENST00000264839', 'ENST00000524197']
RIMS2	NM_014677	['ENST00000408894', 'ENST00000507677', 'ENST00000511046', 'ENST00000507740', 'ENST00000512598']
KIF21B	NM_017596	['ENST00000332129']
TMEM67	NM_153704	['ENST00000453321', 'ENST00000474944']
GRID1	NM_017551	['ENST00000327946']
GRID2	NM_001510	['ENST00000512631', 'ENST00000502699', 'ENST00000505687', 'ENST00000282020']
CEP41	NM_018718	['ENST00000223208']
MCAM	NM_006500	['ENST00000264036', 'ENST00000528533']
TSPEAR	NM_144991	['ENST00000323084']
MCAT	NM_173467	['ENST00000290429']
HCRT	NM_001524	['ENST00000293330']
CYP2C9	NM_000771	['ENST00000461906', 'ENST00000260682']
CYP2C8	NM_000770	['ENST00000371270', 'ENST00000527953']
APOBEC3H	NM_181773	['ENST00000442487']
APOBEC3D	NM_152426	['ENST00000216099']
APOBEC3G	NM_021822	['ENST00000494150', 'ENST00000452957', 'ENST00000407997']
IL21R	NM_181079	['ENST00000337929']
IL21R	NM_021798	['ENST00000395755']
EMX2	NM_004098	['ENST00000553456']
APOBEC3B	NM_004900	['ENST00000402182']
HSPE1	NM_002157	['ENST00000233893']
PRKD1	NM_002742	['ENST00000331968']
PRKD2	NM_016457	['ENST00000433867']
CTTN	NM_001184740	['ENST00000346329']
DHFR	NM_000791	['ENST00000439211']
PLCG2	NM_002661	['ENST00000359376', 'ENST00000567980']
PLCG1	NM_002660	['ENST00000244007']
BSND	NM_057176	['ENST00000371265']
GIPR	NM_000164	['ENST00000263281', 'ENST00000590918']
EIF2S3	NM_001415	['ENST00000253039']
LPIN2	NM_014646	['ENST00000261596']
MYORG	NM_020702	['ENST00000297625']
LPIN1	NM_145693	['ENST00000256720']
SELENOP	NM_005410	['ENST00000514985', 'ENST00000506577']
KLF7	NM_003709	['ENST00000309446']
KLF6	NM_001300	['ENST00000497571']
SELENOI	NM_033505	['ENST00000260585']
KLF4	NM_004235	['ENST00000374672', 'ENST00000493306', 'ENST00000497048']
SELENON	NM_020451	['ENST00000361547']
KLF1	NM_006563	['ENST00000264834']
TMEM222	NM_032125	['ENST00000374076']
GYG2	NM_003918	['ENST00000381163']
EFR3A	NM_015137	['ENST00000254624']
EFR3B	NM_014971	['ENST00000403714', 'ENST00000401432']
HEATR6	NM_022070	['ENST00000184956']
SLC7A5	NM_003486	['ENST00000261622']
HEATR3	NM_182922	['ENST00000299192', 'ENST00000285767']
HEATR1	NM_018072	['ENST00000366579', 'ENST00000366582']
REST	NM_005612	['ENST00000309042']
TPH1	NM_004179	['ENST00000250018']
TPH2	NM_173353	['ENST00000333850']
OSER1	NM_016470	['ENST00000255174']
POU1F1	NM_000306	['ENST00000350375']
hdgfrp2	NM_001001520	['ENST00000301284', 'ENST00000586428']
KLRK1	NM_007360	['ENST00000543572']
TACO1	NM_016360	['ENST00000258975']
NUP37	NM_024057	['ENST00000551200', 'ENST00000552283']
MAP3K10	NM_002446	['ENST00000253055']
NAA25	NM_024953	['ENST00000551858', 'ENST00000261745']
MAP3K14	NM_003954	['ENST00000344686', 'ENST00000592267']
TINF2	NM_001099274	['ENST00000267415']
ZNF543	NM_213598	['ENST00000321545']
SLC1A4	NM_003038	['ENST00000234256']
CYP11B2	NM_000498	['ENST00000323110']
CYP11B1	NM_000497	['ENST00000314111', 'ENST00000519285']
FUCA1	NM_000147	['ENST00000374479']
SLC1A2	NM_004171	['ENST00000278379']
SLC1A3	NM_004172	['ENST00000265113']
RSPH4A	NM_001010892	['ENST00000229554']
ATP13A5	NM_198505	['ENST00000342358']
DHTKD1	NM_018706	['ENST00000263035']
OSBPL1A	NM_080597	['ENST00000319481']
GAMT	NM_000156	['ENST00000252288']
IKBKG	NM_001099857	['ENST00000369606']
FCGR1A	NM_000566	['ENST00000369168']
IKBKE	NM_014002	['ENST00000367120']
MICB	NM_005931	['ENST00000438928', 'ENST00000400313', 'ENST00000383514', 'ENST00000428059', 'ENST00000420259', 'ENST00000438954', 'ENST00000538442', 'ENST00000436531', 'ENST00000451603', 'ENST00000442104', 'ENST00000399150', 'ENST00000252229', 'ENST00000436655', 'ENST00000458032', 'ENST00000428416', 'ENST00000456351', 'ENST00000443156', 'ENST00000451789', 'ENST00000400322', 'ENST00000437651']
MICA	NM_001177519	['ENST00000438928', 'ENST00000547767', 'ENST00000449934', 'ENST00000427477', 'ENST00000415525', 'ENST00000546529', 'ENST00000417899']
RARA	NM_000964	['ENST00000254066']
SKA1	NM_001039535	['ENST00000285116']
RARB	NM_000965	['ENST00000330688']
RARG	NM_000966	['ENST00000425354']
DHRS3	NM_004753	['ENST00000376223', 'ENST00000430996']
RARS	NM_002887	['ENST00000231572']
MIPEP	NM_005932	['ENST00000382172']
VSIR	NM_022153	['ENST00000394957']
DYRK1B	NM_004714	['ENST00000323039']
MYT1	NM_004535	['ENST00000360149', 'ENST00000328439', 'ENST00000536311']
JAKMIP1	NM_001099433	['ENST00000409371', 'ENST00000409021']
TPO	NM_000547	['ENST00000345913']
SMARCAL1	NM_014140	['ENST00000357276']
IMPA1	NM_005536	['ENST00000256108']
IMPA2	NM_014214	['ENST00000269159', 'ENST00000383376']
BAZ1B	NM_032408	['ENST00000339594']
TPR	NM_003292	['ENST00000367478', 'ENST00000474852']
PHGDH	NM_006623	['ENST00000369409', 'ENST00000369407']
SNAI2	NM_003068	['ENST00000020945']
SNAI3	NM_178310	['ENST00000332281']
HRG	NM_000412	['ENST00000232003']
SNAI1	NM_005985	['ENST00000244050']
HRC	NM_002152	['ENST00000252825']
PRKRA	NM_003690	['ENST00000325748']
SLC2A9	NM_020041	['ENST00000264784']
PTGES2	NM_025072	['ENST00000338961']
SLC2A5	NM_003039	['ENST00000377424']
SLC2A4	NM_001042	['ENST00000317370', 'ENST00000424875']
SLC2A3	NM_006931	['ENST00000075120']
SLC2A2	NM_000340	['ENST00000314251']
SLC2A1	NM_006516	['ENST00000426263']
ECHS1	NM_004092	['ENST00000368547']
PLAGL1	NM_001080951	['ENST00000444202']
FAM24B	NM_152644	['ENST00000368898']
VANGL1	NM_138959	['ENST00000355485']
VANGL2	NM_020335	['ENST00000368061']
MTDH	NM_178812	['ENST00000336273']
AMELX	NM_182680	['ENST00000380712']
MADD	NM_003682	['ENST00000311027']
EXO1	NM_006027	['ENST00000366548']
SHKBP1	NM_138392	['ENST00000291842', 'ENST00000594973', 'ENST00000598201']
ATRIP	NM_130384	['ENST00000320211']
EN2	NM_001427	['ENST00000297375']
CEACAM6	NM_002483	['ENST00000199764']
SLC46A1	NM_080669	['ENST00000440501']
OR51G1	NM_001005237	['ENST00000321961']
ENG	NM_001114753	['ENST00000373203']
ENG	NM_000118	['ENST00000344849']
GTF2IRD1	NM_016328	['ENST00000265755']
HDAC10	NM_032019	['ENST00000216271']
F12	NM_000505	['ENST00000253496']
F10	NM_000504	['ENST00000375551', 'ENST00000410083', 'ENST00000375559']
F11	NM_000128	['ENST00000264692', 'ENST00000492972']
EPAS1	NM_001430	['ENST00000466465', 'ENST00000263734']
TBC1D30	NM_015279	['ENST00000542120', 'ENST00000539867']
FZD8	NM_031866	['ENST00000374694']
TBC1D32	NM_152730	['ENST00000398197', 'ENST00000275159', 'ENST00000464622']
CACNB2	NM_201597	['ENST00000396576']
CACNB2	NM_201596	['ENST00000396576']
CACNB2	NM_201593	['ENST00000396576']
CACNB2	NM_201590	['ENST00000377329', 'ENST00000396576']
SLC1A1	NM_004170	['ENST00000262352']
CDKAL1	NM_017774	['ENST00000378610', 'ENST00000378624', 'ENST00000274695']
SERPINA12	NM_173850	['ENST00000341228']
SERPINA10	NM_016186	['ENST00000554723']
SERPINA11	NM_001080451	['ENST00000334708']
TRNAU1AP	NM_017846	['ENST00000373830']
TMEM126A	NM_032273	['ENST00000304511']
TMEM126B	NM_018480	['ENST00000534341']
PLCZ1	NM_033123	['ENST00000538330', 'ENST00000318197', 'ENST00000447925', 'ENST00000541695']
CYP4B1	NM_001099772	['ENST00000452782', 'ENST00000371923']
GPR75	NM_006794	['ENST00000394705']
RCOR2	NM_173587	['ENST00000301459']
RCOR1	NM_015156	['ENST00000262241']
TIGD2	NM_145715	['ENST00000317005']
TIGD7	NM_033208	['ENST00000396862']
FLT4	NM_182925	['ENST00000261937']
FLT3	NM_004119	['ENST00000241453']
SLC24A5	NM_205850	['ENST00000449382', 'ENST00000482911', 'ENST00000341459']
FLT1	NM_002019	['ENST00000282397']
SET	NM_001122821	['ENST00000372692']
VKORC1	NM_024006	['ENST00000394975']
SDR9C7	NM_148897	['ENST00000293502']
TSHB	NM_000549	['ENST00000256592']
SUGP1	NM_172231	['ENST00000535070', 'ENST00000592188', 'ENST00000589144', 'ENST00000247001', 'ENST00000588731', 'ENST00000591007']
COL25A1	NM_198721	['ENST00000494183']
RCL1	NM_005772	['ENST00000381750']
ELMOD3	NM_001135022	['ENST00000409890']
NKPD1	NM_198478	['ENST00000317951']
CLU	NM_001831	['ENST00000546343', 'ENST00000316403']
SLC24A3	NM_020689	['ENST00000328041']
CHAMP1	NM_001164144	['ENST00000361283']
KNG1	NM_001102416	['ENST00000265023']
KNG1	NM_000893	['ENST00000287611']
TAF9B	NM_015975	['ENST00000341864']
EXOC3L2	NM_138568	['ENST00000413988']
AMOTL1	NM_130847	['ENST00000433060', 'ENST00000317829']
EXOC3L1	NM_178516	['ENST00000545725', 'ENST00000314586', 'ENST00000564324']
BPI	NM_001725	['ENST00000262865']
SF3B4	NM_005850	['ENST00000271628']
PNPT1	NM_033109	['ENST00000447944']
SF3B1	NM_012433	['ENST00000335508']
PRKN	NM_004562	['ENST00000366898', 'ENST00000366892']
SF3B2	NM_006842	['ENST00000531041', 'ENST00000322535']
CYP17A1	NM_000102	['ENST00000369887']
ALOX15	NM_001140	['ENST00000570836']
ALOX12	NM_000697	['ENST00000406228', 'ENST00000251535']
SLC24A1	NM_004727	['ENST00000434116', 'ENST00000261892', 'ENST00000339868', 'ENST00000537259']
TSHR	NM_000369	['ENST00000298171']
SEMA6D	NM_153618	['ENST00000316364']
SEMA6B	NM_032108	['ENST00000586582']
INPPL1	NM_001567	['ENST00000541756', 'ENST00000538751']
DDHD1	NM_001160147	['ENST00000357758']
DDHD1	NM_001160148	['ENST00000357758']
DDHD2	NM_015214	['ENST00000517385', 'ENST00000397166']
SCN2B	NM_004588	['ENST00000278947']
SCN2A	NM_021007	['ENST00000375437']
DNAJC12	NM_021800	['ENST00000225171']
DNAJC13	NM_015268	['ENST00000260818', 'ENST00000486798', 'ENST00000471925']
TECRL	NM_001010874	['ENST00000511356', 'ENST00000381210']
EPRS	NM_004446	['ENST00000366923']
RLIM	NM_183353	['ENST00000332687']
DNAJC19	NM_145261	['ENST00000382564']
SUPT16H	NM_007192	['ENST00000555943', 'ENST00000216297']
MS4A6A	NM_152852	['ENST00000323961']
MS4A6A	NM_152851	['ENST00000323961']
SUMF1	NM_182760	['ENST00000272902', 'ENST00000448413']
MS4A6E	NM_139249	['ENST00000300182']
MLX	NM_170607	['ENST00000246912']
NAT8L	NM_178557	['ENST00000423729']
NRK	NM_198465	['ENST00000428173', 'ENST00000243300']
NRL	NM_006177	['ENST00000561028', 'ENST00000397002']
PFKFB1	NM_002625	['ENST00000375006']
EDRF1	NM_015608	['ENST00000525091', 'ENST00000368813', 'ENST00000368812', 'ENST00000337623']
PFKFB2	NM_006212	['ENST00000367080']
ITPA	NM_033453	['ENST00000380113']
OR4X1	NM_001004726	['ENST00000320048']
OR4X2	NM_001004727	['ENST00000302329']
ADD3	NM_016824	['ENST00000277900']
ACTG1	NM_001614	['ENST00000331925']
ACTG2	NM_001615	['ENST00000409918', 'ENST00000409624', 'ENST00000438902']
HIST1H1E	NM_005321	['ENST00000304218']
CWC27	NM_005869	['ENST00000508024', 'ENST00000381070']
CWC22	NM_020943	['ENST00000410053']
MAP3K8	NM_005204	['ENST00000375321', 'ENST00000263056']
MAP3K9	NM_033141	['ENST00000554752']
PRPF31	NM_015629	['ENST00000321030']
MAP3K1	NM_005921	['ENST00000399503']
MAP3K6	NM_004672	['ENST00000472410', 'ENST00000374040']
MAP3K7	NM_145331	['ENST00000369329']
MAP3K4	NM_005922	['ENST00000392142']
TPSG1	NM_012467	['ENST00000234798']
FMOD	NM_002023	['ENST00000354955']
MARVELD2	NM_001038603	['ENST00000413223', 'ENST00000325631']
NUP214	NM_005085	['ENST00000451030', 'ENST00000411637', 'ENST00000359428', 'ENST00000453861', 'ENST00000483497']
NUP210	NM_024923	['ENST00000479519', 'ENST00000254508', 'ENST00000420141']
FMO2	NM_001460	['ENST00000209929', 'ENST00000441535']
FMO3	NM_006894	['ENST00000367755']
FMO1	NM_002021	['ENST00000367750', 'ENST00000354841']
CASZ1	NM_001079843	['ENST00000377022']
FMO4	NM_002022	['ENST00000367749']
FMO5	NM_001461	['ENST00000254090']
IDH2	NM_002168	['ENST00000330062']
IDH1	NM_005896	['ENST00000446179', 'ENST00000415913', 'ENST00000345146']
PASK	NM_015148	['ENST00000234040']
SETD9	NM_153706	['ENST00000285947']
SMARCAD1	NM_001128429	['ENST00000354268']
SMARCAD1	NM_001254949	['ENST00000359052', 'ENST00000354268']
SETD2	NM_014159	['ENST00000409792', 'ENST00000431180']
SETD5	NM_001080517	['ENST00000407969', 'ENST00000402466', 'ENST00000402198', 'ENST00000443339', 'ENST00000466242']
B3GALNT2	NM_152490	['ENST00000366600']
XAF1	NM_017523	['ENST00000361842', 'ENST00000575369']
DZIP3	NM_014648	['ENST00000361582', 'ENST00000463306', 'ENST00000479138']
DZIP1	NM_198968	['ENST00000347108']
PRAMEF12	NM_001080830	['ENST00000357726']
EME1	NM_001166131	['ENST00000393271']
EME2	NM_001257370	['ENST00000568449', 'ENST00000307394']
GPX4	NM_001039848	['ENST00000588919']
AKNA	NM_030767	['ENST00000307564', 'ENST00000312033']
DUOX1	NM_175940	['ENST00000321429', 'ENST00000557893']
DUOX2	NM_014080	['ENST00000389039', 'ENST00000603300']
PYCR3	NM_023078	['ENST00000220966']
IGFALS	NM_004970	['ENST00000215539']
JADE1	NM_199320	['ENST00000226319']
KRTAP4-8	NM_031960	['ENST00000333822']
KRTAP4-4	NM_032524	['ENST00000390661']
ECH1	NM_001398	['ENST00000600178', 'ENST00000221418']
RRM2B	NM_015713	['ENST00000251810']
NPPC	NM_024409	['ENST00000409852', 'ENST00000295440']
NPPA	NM_006172	['ENST00000376480']
FRZB	NM_001463	['ENST00000295113']
SPRR2A	NM_005988	['ENST00000392653']
HERC1	NM_003922	['ENST00000443617', 'ENST00000561400', 'ENST00000559886']
CDHR1	NM_033100	['ENST00000372117', 'ENST00000459673']
MOGS	NM_006302	['ENST00000233616', 'ENST00000535045']
CDHR3	NM_152750	['ENST00000542731', 'ENST00000343407']
ST8SIA2	NM_006011	['ENST00000268164']
KIF20A	NM_005733	['ENST00000394894']
STX1A	NM_004603	['ENST00000222812']
FARS2	NM_006567	['ENST00000274680', 'ENST00000324331']
STX1B	NM_052874	['ENST00000215095']
RPS15A	NM_001019	['ENST00000322989']
OR2A25	NM_001004488	['ENST00000408898']
NLRX1	NM_024618	['ENST00000409109', 'ENST00000292199']
SIK1	NM_173354	['ENST00000270162']
SIK3	NM_025164	['ENST00000480468', 'ENST00000445177', 'ENST00000375300', 'ENST00000488337']
SRPRA	NM_001177842	['ENST00000332118']
KRT80	NM_182507	['ENST00000394815']
KRT81	NM_002281	['ENST00000327741']
KRT82	NM_033033	['ENST00000257974']
KRT83	NM_002282	['ENST00000293670']
MASTL	NM_032844	['ENST00000375946']
KRT85	NM_002283	['ENST00000257901']
TSEN2	NM_025265	['ENST00000473755', 'ENST00000284995']
WAC	NM_016628	['ENST00000375664', 'ENST00000424454']
LCT	NM_002299	['ENST00000264162']
MAST1	NM_014975	['ENST00000251472', 'ENST00000588379']
MAST2	NM_015112	['ENST00000372009', 'ENST00000372008', 'ENST00000361297']
SALL1	NM_002968	['ENST00000251020']
SALL2	NM_005407	['ENST00000327430', 'ENST00000317492']
QARS	NM_005051	['ENST00000464962', 'ENST00000306125', 'ENST00000420147']
WAS	NM_000377	['ENST00000376701']
RBFOX2	NM_001082578	['ENST00000405409']
CYP1A1	NM_000499	['ENST00000395048', 'ENST00000379727', 'ENST00000564596']
CYP1A2	NM_000761	['ENST00000343932']
RBFOX1	NM_145891	['ENST00000340209']
STX11	NM_003764	['ENST00000367568']
FARSA	NM_004461	['ENST00000314606']
C9orf72	NM_018325	['ENST00000380003']
STX19	NM_001001850	['ENST00000315099']
STX18	NM_016930	['ENST00000306200']
MELTF	NM_005929	['ENST00000296350']
LIPA	NM_000235	['ENST00000371837', 'ENST00000336233']
BPGM	NM_199186	['ENST00000393132']
ADGRE1	NM_001256253	['ENST00000250572']
ADGRE3	NM_032571	['ENST00000344373', 'ENST00000253673']
ADGRE2	NM_013447	['ENST00000594294', 'ENST00000601345', 'ENST00000392967', 'ENST00000315576']
ATP11C	NM_001010986	['ENST00000361648']
IL23R	NM_144701	['ENST00000371002', 'ENST00000347310', 'ENST00000395227']
LIPG	NM_006033	['ENST00000261292', 'ENST00000580036']
APOPT1	NM_032374	['ENST00000409074']
TLN1	NM_006289	['ENST00000378192', 'ENST00000314888']
OR5H14	NM_001005514	['ENST00000437310']
OGDHL	NM_018245	['ENST00000374103']
DPP4	NM_001935	['ENST00000360534', 'ENST00000497461']
SUOX	NM_000456	['ENST00000394115']
DPP6	NM_130797	['ENST00000406326', 'ENST00000404039']
DPP6	NM_001936	['ENST00000404039', 'ENST00000462622']
PI15	NM_015886	['ENST00000260113']
CEP68	NM_015147	['ENST00000546106', 'ENST00000377990', 'ENST00000537589']
ELAC2	NM_018127	['ENST00000338034']
CEP63	NM_025180	['ENST00000337090']
NXNL1	NM_138454	['ENST00000301944']
MCIDAS	NM_001190787	['ENST00000513468']
OTOR	NM_020157	['ENST00000246081']
NOC3L	NM_022451	['ENST00000371361', 'ENST00000463649']
RNFT2	NM_001109903	['ENST00000392549']
SYN3	NM_003490	['ENST00000358763', 'ENST00000459990']
SECISBP2	NM_024077	['ENST00000375807']
A4GALT	NM_017436	['ENST00000249005']
CTRL	NM_001907	['ENST00000574481']
CTRC	NM_007272	['ENST00000375949']
ZFYVE9	NM_004799	['ENST00000287727']
DHX16	NM_003587	['ENST00000424672', 'ENST00000417308', 'ENST00000451456', 'ENST00000376442', 'ENST00000458094', 'ENST00000421095', 'ENST00000450902', 'ENST00000383577']
DGCR8	NM_022720	['ENST00000498171', 'ENST00000351989']
CCDC88A	NM_001135597	['ENST00000426576', 'ENST00000436346']
RXFP2	NM_130806	['ENST00000298386']
NDUFB11	NM_019056	['ENST00000377811']
NDUFB10	NM_004548	['ENST00000543683', 'ENST00000268668']
ZNF783	NM_001195220	['ENST00000434415', 'ENST00000378052']
ZNF786	NM_152411	['ENST00000316286']
PITRM1	NM_001242309	['ENST00000380989', 'ENST00000224949']
GOT1	NM_002079	['ENST00000370508']
RNASEL	NM_021133	['ENST00000539397', 'ENST00000367559']
MPEG1	NM_001039396	['ENST00000361050']
RNASE3	NM_002935	['ENST00000304639']
RPP40	NM_006638	['ENST00000380051']
PYY	NM_004160	['ENST00000360085']
QTRT2	NM_024638	['ENST00000281273']
BRAT1	NM_152743	['ENST00000469750', 'ENST00000340611']
PMEL	NM_001200054	['ENST00000360714']
OR2T1	NM_030904	['ENST00000366474']
CCDC89	NM_152723	['ENST00000316398']
ROBO1	NM_002941	['ENST00000498428', 'ENST00000436010', 'ENST00000464233']
SAXO1	NM_153707	['ENST00000380534', 'ENST00000542071']
ROBO3	NM_022370	['ENST00000529658', 'ENST00000534598', 'ENST00000543966', 'ENST00000525448', 'ENST00000397801']
ROBO2	NM_002942	['ENST00000461745']
CCDC87	NM_018219	['ENST00000333861']
OR11L1	NM_001001959	['ENST00000355784']
FBXL6	NM_012162	['ENST00000530142', 'ENST00000524492']
NIPSNAP3A	NM_015469	['ENST00000374767']
CTR9	NM_014633	['ENST00000361367']
